Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Remdesivir is Effective for Moderately Severe Patients: A Re-Analysis of the First Double-Blind, Placebo-Controlled, Randomized Trial on Remdesivir for Treatment of Severe COVID-19 Patients Conducted in Wuhan City","Shih, Weichung J.; Shen, Xin; Zhang, Peng; Xie, Tai",,,,OPEN ACCESS JOURNAL OF CLINICAL TRIALS,2020,2020,12,,,,,15,21,,10.2147/OAJCT.S262606,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Guide to forensic pathology practice for death cases related to coronavirus disease 2019 (COVID-19) (Trial draft),"Mao, Danmi; Zhou, Nan; Zheng, Da; Yue, Jiacheng; Zhao, Qianhao; Luo, Bin; Guan, Dawei; Zhou, Yiwu; Hu, Bingjie; Cheng, Jianding",,,,FORENSIC SCIENCES RESEARCH,2020,2020,5,1,,,,1,7,,10.1080/20961790.2020.1744400,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
International Survey to Establish Prioritized Outcomes for Trials in People With Coronavirus Disease 2019,"Evangelidis, Nicole; Tong, Allison; Howell, Martin; Teixeira-Pinto, Armando; Elliott, Julian H.; Azevedo, Luciano Cesar; Bersten, Andrew; Cervantes, Lilia; Chew, Derek P.; Crowe, Sally; Douglas, Ivor S.; Flemyng, Ella; Horby, Peter; Lee, Jaehee; Lorca, Eduardo; Lynch, Deena; Marshall, John C.; McKenzie, Anne; Mehta, Sangeeta; Mer, Mervyn; Morris, Andrew Conway; Nseir, Saad; Povoa, Pedro; Reid, Mark; Sakr, Yasser; Shen, Ning; Smyth, Alan R.; Snelling, Tom; Strippoli, Giovanni F. M.; Torres, Antoni; Turner, Tari; Webb, Steve; Williamson, Paula R.; Woc-Colburn, Laila; Zhang, Junhua; Baumgart, Amanda; Cabrera, Sebastian; Cho, Yeoungjee; Cooper, Tess; Guha, Chandana; Liu, Emma; Gonzalez, Andrea Matus; McLeod, Charlie; Natale, Patrizia; Saglimbene, Valeria; Viecelli, Andrea K.; Craig, Jonathan C.",COVID-19-Core Outcomes Set Survey,,,CRITICAL CARE MEDICINE,NOV 2020,2020,48,11,,,,1612,1621,,10.1097/CCM.0000000000004584,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Core Outcomes Set for Trials in People With Coronavirus Disease 2019,"Tong, Allison; Elliott, Julian H.; Azevedo, Luciano Cesar; Baumgart, Amanda; Bersten, Andrew; Cervantes, Lilia; Chew, Derek P.; Cho, Yeoungjee; Cooper, Tess; Crowe, Sally; Douglas, Ivor S.; Evangelidis, Nicole; Flemyng, Ella; Hannan, Elyssa; Horby, Peter; Howell, Martin; Lee, Jaehee; Liu, Emma; Lorca, Eduardo; Lynch, Deena; Marshall, John C.; Gonzalez, Andrea Matus; McKenzie, Anne; Manera, Karine E.; McLeod, Charlie; Mehta, Sangeeta; Mer, Mervyn; Morris, Andrew Conway; Nseir, Saad; Povoa, Pedro; Reid, Mark; Sakr, Yasser; Shen, Ning; Smyth, Alan R.; Snelling, Tom; Strippoli, Giovanni F. M.; Teixeira-Pinto, Armando; Torres, Antoni; Turner, Tari; Viecelli, Andrea K.; Webb, Steve; Williamson, Paula R.; Woc-Colburn, Laila; Zhang, Junhua; Craig, Jonathan C.",COVID-19-Core Outcomes Set Worksho,,,CRITICAL CARE MEDICINE,NOV 2020,2020,48,11,,,,1622,1635,,10.1097/CCM.0000000000004585,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interim analysis of an open-label randomized controlled trial evaluating nasal irrigations in non-hospitalized patients with coronavirus disease 2019,"Kimura, Kyle S.; Freeman, Michael H.; Wessinger, Bronson C.; Gupta, Veerain; Sheng, Quanhu; Huang, Li Ching; Von Wahlde, Kate; Das, Suman R.; Chowdhury, Naweed I.; Turner, Justin H.",,,,INTERNATIONAL FORUM OF ALLERGY & RHINOLOGY,,2020,,,,,,,,,10.1002/alr.22703,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Producing and using timely comparative evidence on drugs: lessons from clinical trials for covid-19,"Naci, Huseyin; Kesselheim, Aaron S.; Rottingen, John-Arne; Salanti, Georgia; Vandvik, Per O.; Cipriani, Andrea",,,,BMJ-BRITISH MEDICAL JOURNAL,OCT 16 2020,2020,371,,,,,,,m3869,10.1136/bmj.m3869,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of remdesivir on patients with COVID-19: A network meta-analysis of randomized control trials,"Yokoyama, Yujiro; Briasoulis, Alexandros; Takagi, Hisato; Kuno, Toshiki",,,,VIRUS RESEARCH,OCT 15 2020,2020,288,,,,,,,198137,10.1016/j.virusres.2020.198137,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pregnant women's perceptions of risks and benefits when considering participation in vaccine trials,"Jaffe, Elana; Lyerly, Anne Drapkin; Goldfarb, Ilona Telefus",,,,VACCINE,OCT 14 2020,2020,38,44,,,,6922,6929,,10.1016/j.vaccine.2020.08.059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early phase dose-finding trials in virology,"Dehbi, Hakim-Moulay; Lowe, David M.; O'Quigley, John",,,,STATISTICS IN MEDICINE,,2020,,,,,,,,,10.1002/sim.8771,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helping Couples Connect during the COVID-19 Pandemic: A Pilot Randomised Controlled Trial of an Awareness, Courage, and Love Intervention","Tsai, Mavis; Hardebeck, Emerson; Turlove, Hannah; Nordal-Jonsson, Kaisa; Vongdala, Akoly; Kohlenberg, Robert J.; Ramos, Fabiana Pinheiro; Zhang, Wen",,,,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,,2020,,,,,,,,,10.1111/aphw.12241,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Improving precision and power in randomized trials for COVID-19 treatments using covariate adjustment, for binary, ordinal, and time-to-event outcomes","Benkeser, David; Diaz, Ivan; Luedtke, Alex; Segal, Jodi; Scharfstein, Daniel; Rosenblum, Michael",,,,BIOMETRICS,,2020,,,,,,,,,10.1111/biom.13377,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Characteristics of academic publications, preprints, and registered clinical trials on the COVID-19 pandemic","Gianola, Silvia; Jesus, Tiago S.; Bargeri, Silvia; Castellini, Greta",,,,PLOS ONE,OCT 6 2020,2020,15,10,,,,,,e0240123,10.1371/journal.pone.0240123,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilot pragmatic randomized trial of mHealth mindfulness-based intervention for advanced cancer patients and their informal caregivers,"Kubo, Ai; Kurtovich, Elaine; McGinnis, MegAnn; Aghaee, Sara; Altschuler, Andrea; Quesenberry, Charles, Jr.; Kolevska, Tatjana; Liu, Raymond; Greyz-Yusupov, Natalya; Avins, Andrew",,,,PSYCHO-ONCOLOGY,,2020,,,,,,,,,10.1002/pon.5557,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azithromycin in addition to standard of care versus standard of care alone in the treatment of patients admitted to the hospital with severe COVID-19 in Brazil (COALITION II): a randomised clinical trial,"Furtado, Remo H. M.; Berwanger, Otavio; Fonseca, Henrique A.; Correa, Thiago D.; Ferraz, Leonardo R.; Lapa, Maura G.; Zampieri, Fernando G.; Veiga, Viviane C.; Azevedo, Luciano C. P.; Rosa, Regis G.; Lopes, Renato D.; Avezum, Alvaro; Manoel, Airton L. O.; Piza, Felipe M. T.; Martins, Priscilla A.; Lisboa, Thiago C.; Pereira, Adriano J.; Olivato, Guilherme B.; Dantas, Vicente C. S.; Milan, Eveline P.; Gebara, Otavio C. E.; Amazonas, Roberto B.; Oliveira, Monalisa B.; Soares, Ronaldo V. P.; Moia, Diogo D. F.; Piano, Luciana P. A.; Castilho, Kleber; Momesso, Roberta G. R. A. P.; Schettino, Guilherme P. P.; Rizzo, Luiz Vicente; Neto, Ary Serpa; Machado, Flavia R.; Cavalcanti, Alexandre B.",COALITION COVID-19 Brazil II,,,LANCET,OCT 3 2020,2020,396,10256,,,,959,967,,10.1016/S0140-6736(20)31862-6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell-Based Therapy for Severe COVID-19 Patients: Clinical Trials and Cost-Utility,"Golchin, Ali",,,,STEM CELL REVIEWS AND REPORTS,,2020,,,,,,,,,10.1007/s12015-020-10046-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Making lemonade from SARS coronavirus-2 lemons: Transitioning a smoking cessation trial to a virtual platform,"Mahoney, Martin C.; Ashare, Rebecca; Schlienz, Nicolas; Duerr, CeCe; Hawk, Larry W.",,,,JOURNAL OF SUBSTANCE ABUSE TREATMENT,OCT 2020,2020,117,,,,,,,108100,10.1016/j.jsat.2020.108100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analysis of COVID-19 clinical trials: A data-driven, ontology-based, and natural language processing approach","Alag, Shray",,,,PLOS ONE,SEP 30 2020,2020,15,9,,,,,,e0239694,10.1371/journal.pone.0239694,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficacy and Safety of Hydroxychloroquine vs Placebo for Pre-exposure SARS-CoV-2 Prophylaxis Among Health Care Workers A Randomized Clinical Trial,"Abella, Benjamin S.; Jolkovsky, Eliana L.; Biney, Barbara T.; Uspal, Julie E.; Hyman, Matthew C.; Frank, Ian; Hensley, Scott E.; Gill, Saar; Vogl, Dan T.; Maillard, Ivan; Babushok, Daria, V; Huang, Alexander C.; Nasta, Sunita D.; Walsh, Jennifer C.; Wiletyo, E. Paul; Gimotty, Phyllis A.; Milone, Michael C.; Amaravadi, Ravi K.",Prevention Treatment COVID-19 Hydr,,,JAMA INTERNAL MEDICINE,,2020,,,,,,,,,10.1001/jamainternmed.2020.6319,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalised health education against health damage of COVID-19 epidemic in the elderly Hungarian population (PROACTIVE-19): protocol of an adaptive randomised controlled clinical trial,"Eross, Balint; Molnar, Zsolt; Szakacs, Zsolt; Zadori, Noemi; Szako, Lajos; Vancsa, Szilard; Juhasz, Mark Felix; Ocskay, Klementina; Vorhendi, Nora; Marta, Katalin; Szentesi, Andrea; Parniczky, Andrea; Hegyi, Peter J.; Kiss, Szabolcs; Foldi, Maria; Dembrovszky, Fanni; Kanjo, Anna; Pazmany, Piroska; Varro, Andras; Csatho, Arpad; Helyes, Zsuzsanna; Peterfi, Zoltan; Czopf, Laszlo; Kiss, Istvan; Zemplenyi, Antal; Czapari, Dora; Hegyi, Eszter; Dobszai, Dalma; Miklos, Emoke; Marta, Attila; Toth, Dominika; Farkas, Richard; Farkas, Nelli; Birkas, Bela; Pinter, Erika; Petho, Gabor; Zsigmond, Borbala; Sarkozi, Andrea; Nagy, Aniko; Hegyi, Peter",,,,TRIALS,SEP 29 2020,2020,21,1,,,,,,809,10.1186/s13063-020-04733-0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Considerations on the clinical development of COVID-19 vaccine from trial design perspectives,"Jiang, Zhiwei; Wang, Xuanyi; Xia, Jielai",,,,HUMAN VACCINES & IMMUNOTHERAPEUTICS,,2020,,,,,,,,,10.1080/21645515.2020.1815489,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Snapshot of the Response from UK-based Clinical Trials of Investigational Medicinal Products to COVID-19,"Neumann, Sandra; Henderson, Emily",,,,CUREUS,SEP 23 2020,2020,12,9,,,,,,e10613,10.7759/cureus.10613,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A word of hope for ataxia trials in COVID-19 time and beyond,"Maas, Roderick P. P. W. M.; Ramjith, Jordache; Klockgether, Thomas; Roes, Kit C. B.; van de Warrenburg, Bart P. C.",,,,JOURNAL OF NEUROLOGY,,2020,,,,,,,,,10.1007/s00415-020-10231-9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Factors Associated with Good Patient Outcomes Following Convalescent Plasma in COVID-19: A Prospective Phase II Clinical Trial,"Ibrahim, Danyal; Dulipsingh, Latha; Zapatka, Lisa; Eadie, Reginald; Crowell, Rebecca; Williams, Kendra; Wakefield, Dorothy B.; Cook, Lisa; Puff, Jennifer; Hussain, Syed A.",,,,INFECTIOUS DISEASES AND THERAPY,,2020,,,,,,,,,10.1007/s40121-020-00341-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COVID-19 and geriatric clinical trials research,"Rhodus, Elizabeth K.; Bardach, Shoshana H.; Abner, Erin L.; Gibson, Allison; Jicha, Gregory A.",,,,AGING CLINICAL AND EXPERIMENTAL RESEARCH,OCT 2020,2020,32,10,,,SI,2169,2172,,10.1007/s40520-020-01705-x,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized elimination and prolongation of ACE inhibitors and ARBs in coronavirus 2019 (REPLACE COVID) Trial Protocol,"Cohen, Jordana B.; Hanff, Thomas C.; Corrales-Medina, Vicente; William, Preethi; Renna, Nicolas; Rosado-Santander, Nelson R.; Rodriguez-Mori, Juan E.; Spaak, Jonas; Andrade-Villanueva, Jaime; Chang, Tara I.; Barbagelata, Alejandro; Alfonso, Carlos E.; Bernales-Salas, Eduardo; Coacalla, Johanna; Castro-Callirgos, Carlos Augusto; Tupayachi-Venero, Karen E.; Medina, Carola; Valdivia, Renzo; Villavicencio, Mirko; Vasquez, Charles R.; Harhay, Michael O.; Chittams, Jesse; Sharkoski, Tiffany; Byrd, James Brian; Edmonston, Daniel L.; Sweitzer, Nancy; Chirinos, Julio A.",,,,JOURNAL OF CLINICAL HYPERTENSION,,2020,,,,,,,,,10.1111/jch.14011,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Impact of COVID-19 on the Conduct of Clinical Trials for Medical Products in Korea,"Jeon, JuYeun; Kim, Hyeikyoung; Yu, Kyung-Sang",,,,JOURNAL OF KOREAN MEDICAL SCIENCE,SEP 14 2020,2020,35,36,,,,,,e329,10.3346/jkms.2020.35.e329,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A quadruple blind, randomised controlled trial of gargling agents in reducing intraoral viral load among hospitalised COVID-19 patients: A structured summary of a study protocol for a randomised controlled trial","Khan, Farhan Raza; Kazmi, Syed Murtaza Raza; Iqbal, Najeeha Talat; Iqbal, Junaid; Ali, Syed Tariq; Abbas, Syed Akbar",,,,TRIALS,SEP 14 2020,2020,21,1,,,,,,785,10.1186/s13063-020-04634-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traditional Chinese medicine Lianhua Qingwen treating corona virus disease 2019(COVID-19): Meta-analysis of randomized controlled trials,"Zeng, Mengjie; Li, Linjun; Wu, Zhiquan",,,,PLOS ONE,SEP 11 2020,2020,15,9,,,,,,e0238828,10.1371/journal.pone.0238828,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
