Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,2021
Role of interferon therapy in severe COVID-19: the COVIFERON randomized controlled trial,"Darazam, Ilad Alavi; Shokouhi, Shervin; Pourhoseingholi, Mohamad Amin; Irvani, Seyed Sina Naghibi; Mokhtari, Majid; Shabani, Minoosh; Amirdosara, Mahdi; Torabinavid, Parham; Golmohammadi, Maryam; Hashemi, SayedPayam; Azimi, Arsalan; Maivan, Mohammad Hossein Jafarazadeh; Rezaei, Omidvar; Zali, Alireza; Hajiesmaeili, Mohammadreza; Dehbsneh, Hadiseh Shabanpour; Kusha, Akram Hoseyni; Shoushtari, Maryam Taleb; Khalili, Negar; Soleymaninia, Azam; Gachkar, Latif; Khoshkar, Ali",,,,SCIENTIFIC REPORTS,APR 13 2021,2021,11,1,,,,,,8059,10.1038/s41598-021-86859-y,,,1,1,1
"Shaping Workflows in Digital and Remote Diabetes Care During the COVID-19 Pandemic via Service Design: Prospective, Longitudinal, Open-label Feasibility Trial","Braune, Katarina; Boss, Karina; Schmidt-Herzel, Jessica; Gajewska, Katarzyna Anna; Thieffry, Axel; Schulze, Lilian; Posern, Barbara; Raile, Klemens",,,,JMIR MHEALTH AND UHEALTH,APR 5 2021,2021,9,4,,,,,,e24374,10.2196/24374,,,1,1,1
Vaccines for COVID-19: learning from ten phase II trials to inform clinical and public health vaccination programmes,"Bhopal, Sunil S.; Olabi, Bayanne; Bhopal, Raj",,,,PUBLIC HEALTH,APR 2021,2021,193,,,,,57,60,,10.1016/j.puhe.2021.01.011,,,1,1,1
Randomized placebo-controlled pilot clinical trial on the efficacy of ayurvedic treatment regime on COVID-19 positive patients,"Devpura, Ganpat; Tomar, Balvir S.; Nathiya, Deepak; Sharma, Abhishek; Bhandari, Deepak; Haldar, Swati; Balkrishna, Acharya; Varshney, Anurag",,,,PHYTOMEDICINE,APR 2021,2021,84,,,,,,,153494,10.1016/j.phymed.2021.153494,,,1,1,1
Increasing treatment-seeking intentions of US veterans in the Covid-19 era: A randomized controlled trial,"Amsalem, Doron; Lazarov, Amit; Markowitz, John C.; Gorman, Daniel; Dixon, Lisa B.; Neria, Yuval",,,,DEPRESSION AND ANXIETY,JUN 2021,2021,38,6,,,,639,647,,10.1002/da.23149,,,1,1,1
A Brief Online Mindfulness-Based Group Intervention for Psychological Distress Among Chinese Residents During COVID-19: a Pilot Randomized Controlled Trial,"Zhang, Hui; Zhang, Anao; Liu, Chengbin; Xiao, Jian; Wang, Kaipeng",,,,MINDFULNESS,JUN 2021,2021,12,6,,,,1502,1512,,10.1007/s12671-021-01618-4,,,1,1,1
Comparison of losartan and amlodipine effects on the outcomes of patient with COVID-19 and primary hypertension: A randomised clinical trial,"Nouri-Vaskeh, Masoud; Kalami, Niusha; Zand, Ramin; Soroureddin, Zahra; Varshochi, Mojtaba; Ansarin, Khalil; Rezaee, Haleh; Taghizadieh, Ali; Sadeghi, Armin; Ahangari Maleki, Masoud; Esmailnajad, Azam; Saleh, Parviz; Haghdoost, Mehdi; Maleki, Mehdi; Sharifi, Akbar",,,,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,,2021,,,,,,,,e14124,10.1111/ijcp.14124,,,1,1,1
Effect of Clear vs Standard Covered Masks on Communication With Patients During Surgical Clinic Encounters A Randomized Clinical Trial,"Kratzke, Ian M.; Rosenbaum, Marcy E.; Cox, Chase; Ollila, David W.; Kapadia, Muneera R.",,,,JAMA SURGERY,APR 2021,2021,156,4,,,,372,378,,10.1001/jamasurg.2021.0836,,,1,1,1
Higher vs lower doses of dexamethasone in patients with COVID-19 and severe hypoxia (COVID STEROID 2) trial: Protocol and statistical analysis plan,"Munch, Marie Warrer; Granholm, Anders; Myatra, Sheila Nainan; Vijayaraghavan, Bharath Kumar Tirupakuzhi; Cronhjort, Maria; Wahlin, Rebecka Rubenson; Jakob, Stephan M.; Cioccari, Luca; Kjaer, Maj-Brit Norregaard; Vesterlund, Gitte Kingo; Meyhoff, Tine Sylvest; Helleberg, Marie; Moller, Morten Hylander; Benfield, Thomas; Venkatesh, Balasubramanian; Hammond, Naomi; Micallef, Sharon; Bassi, Abhinav; John, Oommen; Jha, Vivekanand; Kristiansen, Klaus Tjelle; Ulrik, Charlotte Suppli; Jorgensen, Vibeke Lind; Smitt, Margit; Bestle, Morten H.; Andreasen, Anne Sofie; Poulsen, Lone Musaeus; Rasmussen, Bodil Steen; Brochner, Anne Craveiro; Strom, Thomas; Moller, Anders; Khan, Mohd Saif; Padmanaban, Ajay; Divatia, Jigeeshu Vasishtha; Saseedharan, Sanjith; Borawake, Kapil; Kapadia, Farhad; Dixit, Subhal; Chawla, Rajesh; Shukla, Urvi; Amin, Pravin; Chew, Michelle S.; Gluud, Christian; Lange, Theis; Perner, Anders",,,,ACTA ANAESTHESIOLOGICA SCANDINAVICA,JUL 2021,2021,65,6,,,,834,845,,10.1111/aas.13795,,,1,1,1
"Tocilizumab in patients with moderate or severe COVID-19: a randomized, controlled, open-label, multicenter trial","Wang, Dongsheng; Fu, Binqing; Peng, Zhen; Yang, Dongliang; Han, Mingfeng; Li, Min; Yang, Yun; Yang, Tianjun; Sun, Liangye; Li, Wei; Shi, Wei; Yao, Xin; Ma, Yan; Xu, Fei; Wang, Xiaojing; Chen, Jun; Xia, Daqing; Sun, Yubei; Dong, Lin; Wang, Jumei; Zhu, Xiaoyu; Zhang, Min; Zhou, Yonggang; Pan, Aijun; Hu, Xiaowen; Mei, Xiaodong; Wei, Haiming; Xu, Xiaoling",,,,FRONTIERS OF MEDICINE,,2021,,,,,,,,,10.1007/s11684-020-0824-3,,,1,1,1
Sulodexide in the Treatment of Patients with Early Stages of COVID-19: A Randomized Controlled Trial,"Gonzalez-Ochoa, Alejandro J.; Raffetto, Joseph D.; Hernandez, Ana G.; Zavala, Nestor; Gutierrez, Obed; Vargas, Arturo; Loustaunau, Jorge",,,,THROMBOSIS AND HAEMOSTASIS,,2021,,,,,,,,,10.1055/a-1414-5216,,,1,1,1
"Calling for improved quality in the registration of traditional Chinese medicine during the public health emergency: a survey of trial registries for COVID-19, H1N1, and SARS","Kuang, Zhuoran; Li, Xiaoyan; Cai, Jianxiong; Chen, Yaolong; Qiu, Xiaoyuan; Ni, Xiaojia",Evidencebased Tradit,,,TRIALS,MAR 5 2021,2021,22,1,,,,,,188,10.1186/s13063-021-05113-y,,,1,1,1
"Core Outcome Measures for Trials in People With Coronavirus Disease 2019: Respiratory Failure, Multiorgan Failure, Shortness of Breath, and Recovery","Tong, Allison; Baumgart, Amanda; Evangelidis, Nicole; Viecelli, Andrea K.; Carter, Simon A.; Azevedo, Luciano Cesar; Cooper, Tess; Bersten, Andrew; Cervantes, Lilia; Chew, Derek P.; Crowe, Sally; Douglas, Ivor S.; Flemyng, Ella; Elliott, Julian H.; Hannan, Elyssa; Horby, Peter; Howell, Martin; Ju, Angela; Lee, Jaehee; Lorca, Eduardo; Lynch, Deena; Manera, Karine E.; Marshall, John C.; Gonzalez, Andrea Matus; McKenzie, Anne; Mehta, Sangeeta; Mer, Mervyn; Morris, Andrew Conway; Needham, Dale M.; Nseir, Saad; Povoa, Pedro; Reid, Mark; Sakr, Yasser; Shen, Ning; Smyth, Alan R.; Simpson, A. John; Snelling, Tom; Strippoli, Giovanni F. M.; Teixeira-Pinto, Armando; Torres, Antoni; Turner, Tari; Webb, Steve; Williamson, Paula R.; Woc-Colburn, Laila; Zhang, Junhua; Craig, Jonathan C.",COVID 19 Core Outcomes Set Investi,,,CRITICAL CARE MEDICINE,MAR 2021,2021,49,3,,,,503,516,,10.1097/CCM.0000000000004817,,,1,1,1
The COVID-19 Trial Finder,"Sun, Yingcheng; Butler, Alex; Lin, Fengyang; Liu, Hao; Stewart, Latoya A.; Kim, Jae Hyun; Idnay, Betina Ross S.; Ge, Qingyin; Wei, Xinyi; Liu, Cong; Yuan, Chi; Weng, Chunhua",,,,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,MAR 2021,2021,28,3,,,,616,621,,10.1093/jamia/ocaa304,,,1,1,1
Novel Trial Design: CHIEF-HF,"Spertus, John A.; Birmingham, Mary C.; Butler, Javed; Lingvay, Ildiko; Lanfear, David E.; Abbate, Antonio; Kosiborod, Mikhail L.; Fawcett, Christina; Burton, Paul; Damaraju, C., V; Januzzi, James L.; Whang, John",,,,CIRCULATION-HEART FAILURE,MAR 2021,2021,14,3,,,,396,404,e007767,10.1161/CIRCHEARTFAILURE.120.007767,,,1,1,1
Corticosteroid nasal spray for recovery of smell sensation in COVID-19 patients: A randomized controlled trial,"Abdelalim, Abdelrahman Ahmed; Mohamady, Ayman Abdelaal; Elsayed, Rasha Abdelhamid; Elawady, Mona Ahmed; Ghallab, Abdelhakim Fouad",,,,AMERICAN JOURNAL OF OTOLARYNGOLOGY,MAR-APR 2021,2021,42,2,,,,,,102884,10.1016/j.amjoto.2020.102884,,,1,1,1
The use of personal protection equipment does not impair the quality of cardiopulmonary resuscitation A prospective triple-cross over randomised controlled non-inferiority trial,"Kienbacher, Calvin Lukas; Grafeneder, Jurgen; Tscherny, Katharina; Krammel, Mario; Fuhrmann, Verena; Niederer, Maximilian; Neudorfsky, Sabine; Herbich, Klaus; Schreiber, Wolfgang; Herkner, Harald; Roth, Dominik",,,,RESUSCITATION,MAR 2021,2021,160,,,,,79,83,,10.1016/j.resuscitation.2021.01.021,,,1,1,1
Implementation of a cluster randomized controlled trial: Identifying student peer leaders to lead E-cigarette interventions,"Chu, Kar-Hai; Sidani, Jaime; Matheny, Sara; Rothenberger, Scott D.; Miller, Elizabeth; Valente, Thomas; Robertson, Linda",,,,ADDICTIVE BEHAVIORS,MAR 2021,2021,114,,,,,,,106726,10.1016/j.addbeh.2020.106726,,,1,1,1
Examining reporting and representation of patients with cancer in COVID-19 clinical trials,"Rabow, Maya; Wang, Christine; Zhang, Sylvia; Tahir, Peggy Mary; Small, Eric J.; Borno, Hala T.",,,,CANCER REPORTS,,2021,,,,,,,,e1355,10.1002/cnr2.1355,,,1,1,1
An Open Label Trial to Assess Safety of Losartan for Treating Worsening Respiratory Illness in COVID-19,"Bengtson, Charles D.; Montgomery, Robert N.; Nazir, Usman; Satterwhite, Lewis; Kim, Michael D.; Bahr, Nathan C.; Castro, Mario; Baumlin, Nathalie; Salathe, Matthias",,,,FRONTIERS IN MEDICINE,FEB 17 2021,2021,8,,,,,,,630209,10.3389/fmed.2021.630209,,,1,1,1
Potential impact of COVID-19 on ongoing clinical trials: a simulation study with the neurological Yale Global Tic Severity Scale based on the CANNA-TICS study,"Lasch, Florian; Guizzaro, Lorenzo; Davila, Lukas Aguirre; Mueller-Vahl, Kirsten; Koch, Armin",,,,PHARMACEUTICAL STATISTICS,MAY 2021,2021,20,3,,,,675,691,,10.1002/pst.2100,,,1,1,1
Treatment with an Anti-CK2 Synthetic Peptide Improves Clinical Response in COVID-19 Patients with Pneumonia. A Randomized and Controlled Clinical Trial,"Cruz, Leticia R.; Baladron, Idania; Rittoles, Aliusha; Diaz, Pablo A.; Valenzuela, Carmen; Santana, Raul; Vazquez, Maria M.; Garcia, Ariadna; Chacon, Deyli; Thompson, Delvin; Perera, Gustavo; Gonzalez, Ariel; Reyes, Rafael; Torres, Loida; Perez, Jesus; Valido, Yania; Rodriguez, Ralysmay; Vazquez-Bloomquist, Dania M.; Rosales, Mauro; Ramon, Ailyn C.; Perez, George, V; Guillen, Gerardo; Muzio, Verena; Perera, Yasser; Perea, Silvio E.",ATENEA-Co-300 Grp,,,ACS PHARMACOLOGY & TRANSLATIONAL SCIENCE,FEB 12 2021,2021,4,1,,,,206,212,,10.1021/acsptsci.0c00175,,,1,1,1
The effect of online multimedia psychoeducational interventions on the resilience and perceived stress of hospitalized patients with COVID-19: a pilot cluster randomized parallel-controlled trial,"Shaygan, Maryam; Yazdani, Zahra; Valibeygi, Adib",,,,BMC PSYCHIATRY,FEB 11 2021,2021,21,1,,,,,,93,10.1186/s12888-021-03085-6,,,1,1,1
COVID-19 vaccine trials: The use of active controls and non-inferiority studies,"Fleming, Thomas R.; Krause, Philip R.; Nason, Martha; Longini, Ira M.; Henao-Restrepo, Ana-Maria M.",,,,CLINICAL TRIALS,JUN 2021,2021,18,3,,,,335,342,1.74077E+15,10.1177/1740774520988244,,,1,1,1
Evaluation of the safety and efficacy of using human menstrual blood-derived mesenchymal stromal cells in treating severe and critically ill COVID-19 patients: An exploratory clinical trial,"Xu, Xiaowei; Jiang, Wanli; Chen, Lijun; Xu, Zhenyu; Zhang, Qiang; Zhu, Mengfei; Ye, Peng; Li, Hang; Yu, Liang; Zhou, Xiaoyang; Zhou, Chenliang; Chen, Xiaobei; Zheng, Xiaoqin; Xu, Kaijin; Cai, Hongliu; Zheng, Shufa; Jiang, Wubian; Wu, Xiaojun; Li, Dong; Chen, Lu; Luo, Qingqing; Wang, Yingyan; Qu, Jingjing; Li, Yifei; Zheng, Wendi; Jiang, Yingan; Tang, Lingling; Xiang, Charlie; Li, Lanjuan",,,,CLINICAL AND TRANSLATIONAL MEDICINE,FEB 2021,2021,11,2,,,,,,e2297,10.1002/ctm2.297,,,1,1,1
Comparison of aerosol box intubation with C-MAC video laryngoscope and direct laryngoscopy-A randomised controlled trial,"Puthenveettil, Nitu; Rahman, Sajan; Vijayaraghavan, Sundeep; Suresh, Sneha; Kadapamannil, Dilesh; Paul, Jerry",,,,INDIAN JOURNAL OF ANAESTHESIA,FEB 2021,2021,65,2,,,,133,138,,10.4103/ija.IJA_1218_20,,,1,1,1
Rationale and design of the TAILOR-PCI digital study: Transitioning a randomized controlled trial to a digital registry,"Pereira, Naveen L.; Avram, Robert; So, Derek Y.; Iturriaga, Erin; Byrne, Julia; Lennon, Ryan J.; Murthy, Vishakantha; Geller, Nancy; Goodman, Shaun G.; Rihal, Charanjit; Rosenberg, Yves; Bailey, Kent; Pletcher, Mark J.; Marcus, Gregory M.; Farkouh, Michael E.; Olgin, Jeffrey E.",,,,AMERICAN HEART JOURNAL,FEB 2021,2021,232,,,,,84,93,,10.1016/j.ahj.2020.10.069,,,1,1,1
Surgical Performance Is Not Negatively Impacted by Wearing a Commercial Full-Face Mask with Ad Hoc 3D-Printed Filter Connection as a Substitute for Personal Protective Equipment during the COVID-19 Pandemic: A Randomized Controlled Cross-Over Trial,"Felinska, Eleni Amelia; Chen, Zi-Wei; Fuchs, Thomas Ewald; Otto, Benjamin; Kenngott, Hannes Gotz; Kowalewski, Karl-Friedrich; Mueller-Stich, Beat Peter; Nickel, Felix",,,,JOURNAL OF CLINICAL MEDICINE,FEB 2021,2021,10,3,,,,,,550,10.3390/jcm10030550,,,1,1,1
Implementation of the Randomized Embedded Multifactorial Adaptive Platform for COVID-19 (REMAP-COVID) trial in a US health system-lessons learned and recommendations,"Linstrum, Kelsey; Montgomery, Stephanie; Basile, Kim; Stavor, Dara; Burbee, Dylan; McNamara, Amanda; Wunderley, Renee; Bensen, Nicole; Richardson, Aaron; Adams, Peter; Vita, Tina; Buhay, Megan; Scholl, Denise; Gilliam, Matthew; Winters, James; Doherty, Kaleigh; Berryman, Emily; Ghaffari, Mehrdrad; Fitzpatrick, Meghan; Bagavathy, Kavitha; Hussain, Mahwish; Donadee, Chenell; Brant, Emily; Bryan-Morris, Kayla; Arnold, John; Reynolds, Bob; Beard, Gregory; McVerry, Bryan; Huang, David T.; Dunsavage, Janice; Saiyed, Salim; Hernandez, Erik; Goldman, John; Brown, Cynthia; Comp, Susan; Raczek, James; Morris, Jenny Lynne; Vargas, Jesus, Jr.; Weiss, Daniel; Hensley, Joseph W.; Kochert, Erik; Wnuk, Chris; Nemeth, Christopher; Mowery, Brent; Hutchinson, Christina; Winters, Lauren; McCreary, Erin; Martin, Elise; Bariola, Ryan; Viehman, Alex; Daley, Jessica; Lopus, Alyssa; Schmidhofer, Mark; Sackrowitz, Rachel; Skrtich, Aimee; Minnier, Tami; Wisniewski, Mary Kay; Mayak, Katelyn; Ambrosino, Richard; Keen, Sherbrina; Della Toffalo, Sue; Stambaugh, Martha; Trimmer, Ken; Perri, Reno; Casali, Sherry; Medva, Rebecca; Massar, Brent; Beyerl, Ashley; Burkey, Jason; Keeler, Sheryl; Lowery, Maryalyce; Oncea, Lynne; Daugherty, Jason; Sevilla, Chanthou; Woelke, Amy; Dice, Julie; Weber, Lisa; Roth, Jason; Ferringer, Cindy; Beer, Deborah; Fesz, Jessica; Carpio, Lillian; Malakouti, Salim; Music, Edvin; Ricketts, Dan; King, Andrew; Clermont, Gilles; Bart, Robert; Marroquin, Oscar; Quinn, Kevin; Garrard, William; Kalchthaler, Kyle; Angus, Derek; Weissman, Alexandra; Yealy, Donald; Barton, David; Talia, Nadine; Mayr, Florian; Schoenling, Andrew; Andreae, Mark; Shetty, Varun; Malley, Brian; Horvat, Christopher; Seymour, Christopher; Girard, Timothy; Haidar, Ghady; Bain, William; Barbash, Ian; Franz, Christopher; Kitsios, Georgios; Moghbeli, Kaveh; Rosborough, Brian; Shah, Faraaz; Suber, Tomeka; Lewis, Roger; Detry, Michelle; McGlothlin, Anna; Saunders, Christina; Fitzgerald, Mark; Sanil, Ashish; Berry, Scott; Buxton, Meredith; Alexander, Brian; Roberts, Tracie; Webb, Steve; Green, Cameron; McArthur, Colin",UPMC REMAP-COVID Grp; REMAP-CAP Investigators,,,TRIALS,JAN 28 2021,2021,22,1,,,,,,100,10.1186/s13063-020-04997-6,,,1,1,1
Impact of Training and Municipal Support on Primary Health Care-Based Measurement of Alcohol Consumption in Three Latin American Countries: 5-Month Outcome Results of the Quasi-experimental Randomized SCALA Trial,"Anderson, Peter; Manthey, Jakob; Llopis, Eva Jane; Rey, Guillermina Natera; Bustamante, Ines, V; Piazza, Marina; Aguilar, Perla Sonia Medina; Mejia-Trujillo, Juliana; Perez-Gomez, Augusto; Rowlands, Gill; Lopez-Pelayo, Hugo; Mercken, Liesbeth; Kokole, Dasa; O'Donnell, Amy; Solovei, Adriana; Kaner, Eileen; Schulte, Bernd; de Vries, Hein; Schmidt, Christiane; Gual, Antoni; Rehm, Jurgen",,,,JOURNAL OF GENERAL INTERNAL MEDICINE,,2021,,,,,,,,,10.1007/s11606-020-06503-9,,,1,1,1
Missing clinical trial data: the evidence gap in primary data for potential COVID-19 drugs,"Rodgers, Florence; Pepperrell, Toby; Keestra, Sarai; Pilkington, Victoria",,,,TRIALS,JAN 15 2021,2021,22,1,,,,,,59,10.1186/s13063-021-05024-y,,,1,1,1
Broad cross-national public support for accelerated COVID-19 vaccine trial designs,"Broockman, David; Kalla, Joshua; Guerrero, Alexander; Budolfson, Mark; Eyal, Nir; Jewell, Nicholas P.; Magalhaes, Monica; Sekhon, Jasjeet S.",,,,VACCINE,JAN 8 2021,2021,39,2,,,,309,316,,10.1016/j.vaccine.2020.11.072,,,1,1,1
Randomized Controlled Trial of a Video Gaming-Based Social Skills Program for Children on the Autism Spectrum,"Beaumont, Renae; Walker, Hugh; Weiss, Jonathan; Sofronoff, Kate",,,,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,,2021,,,,,,,,,10.1007/s10803-020-04801-z,,,1,1,1
Changes in Body Composition and Cardiometabolic Health After Detraining in Older Men with Osteosarcopenia: 6-Month Follow-Up of the Randomized Controlled Franconian Osteopenia and Sarcopenia Trial (FrOST) Study,"Kemmler, Wolfgang; Schoene, Daniel; Kohl, Matthias; von Stengel, Simon",,,,CLINICAL INTERVENTIONS IN AGING,2021,2021,16,,,,,571,582,,10.2147/CIA.S299867,,,1,1,1
Evaluation of Adjunctive Photobiomodulation (PBMT) for COVID-19 Pneumonia via Clinical Status and Pulmonary Severity Indices in a Preliminary Trial,"Vetrici, Mariana A.; Mokmeli, Soheila; Bohm, Andrew R.; Monici, Monica; Sigman, Scott A.",,,,JOURNAL OF INFLAMMATION RESEARCH,2021,2021,14,,,,,965,979,,10.2147/JIR.S301625,,,1,1,1
Comparison the Effect of Arbidol Plus Hydroxychloroquine vs Hydroxychloroquine Alone in Treatment of COVID-19 Disease: A Randomized Clinical Trial,"Khodashahi, Rozita; Naderi, Hamidreza; Bojdy, Amin; Heydari, Ali Akbar; Sani, Ashraf Tavanaee; Ghabouli, Mohammad Javad; Sarvghad, Mohammad Reza; Nateghi, Mahboubeh Haddad; Arian, Mahnaz; Jahanian, Shahrzad; Mazidi, Saeedeh; Pasand, Maziar Mortazavi; Hoseini, Binyamin; Dadgarmoghaddam, Maliheh; Khorsand, Ali; Khodashahi, Mandana",,,,CURRENT RESPIRATORY MEDICINE REVIEWS,2021,2021,16,4,,,,252,262,,10.2174/1573398X17666210129125703,,,1,1,1
Prospective meta-analysis protocol on randomised trials of renin-angiotensin system inhibitors in patients with COVID-19: an initiative of the International Society of Hypertension,"Gnanenthiran, Sonali Rukshana; Borghi, Claudio; Burger, Dylan; Charchar, Fadi; Poulter, Neil R.; Schlaich, Markus P.; Steckelings, Ulrike Muscha; Stergiou, George; Tomaszewski, Maciej; Unger, Thomas; Wainford, Richard D.; Williams, Bryan; Rodgers, Anthony; Schutte, Aletta E.",,,,BMJ OPEN,2021,2021,11,2,,,,,,e043625,10.1136/bmjopen-2020-043625,,,1,1,1
Making a COVID-19 vaccine that works for everyone: ensuring equity and inclusivity in clinical trials,"Pepperrell, Toby; Rodgers, Florence; Tandon, Pranav; Sarsfield, Kelly; Pugh-Jones, Molly; Rashid, Theo; Keestra, Sarai",,,,GLOBAL HEALTH ACTION,JAN 1 2021,2021,14,1,,,,,,1892309,10.1080/16549716.2021.1892309,,,1,1,1
"Venous thrombosis epidemiology, pathophysiology, and anticoagulant therapies and trials in severe acute respiratory syndrome coronavirus 2 infection","Obi, Andrea T.; Barnes, Geoffrey D.; Napolitano, Lena M.; Henke, Peter K.; Wakefield, Thomas W.",,,,JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS,JAN 2021,2021,9,1,,,,23,35,,10.1016/j.jvsv.2020.08.030,,,1,1,1
Factors associated with parents' willingness to enroll their children in trials for COVID-19 vaccination,"Goldman, Ran D.; Staubli, Georg; Cotanda, Cristina Parra; Brown, Julie C.; Hoeffe, Julia; Seiler, Michelle; Gelernter, Renana; Hall, Jeanine E.; Griffiths, Mark A.; Davis, Adrienne L.; Manzano, Sergio; Mater, Ahmed; Ahmed, Sara; Sheridan, David; Hansen, Matt; Ali, Samina; Thompson, Graham C.; Shimizu, Naoki; Klein, Eileen J.",,,,HUMAN VACCINES & IMMUNOTHERAPEUTICS,JUN 3 2021,2021,17,6,,,,1607,1611,,10.1080/21645515.2020.1834325,,,2,2,2
Assessment of Length and Readability of Informed Consent Documents for COVID-19 Vaccine Trials,"Emanuel, Ezekiel J.; Boyle, Connor W.",,,,JAMA NETWORK OPEN,APR 28 2021,2021,4,4,,,,,,e2110843,10.1001/jamanetworkopen.2021.10843,,,2,2,2
No clinical benefit of high dose corticosteroid administration in patients with COVID-19: A preliminary report of a randomized clinical trial,"Jamaati, Hamidreza; Hashemian, Seyed MohammadReza; Farzanegan, Behrooz; Malekmohammad, Majid; Tabarsi, Payam; Marjani, Majid; Moniri, Afshin; Abtahian, Zahra; Haseli, Sara; Mortaz, Esmaeil; Dastan, Alireza; Mohamadnia, Abdolreza; Vahedi, Abdolbaset; Monjazebi, Fatemeh; Yassari, Fatemeh; Fadaeizadeh, Lida; Saffaei, Ali; Dastan, Farzaneh",,,,EUROPEAN JOURNAL OF PHARMACOLOGY,APR 15 2021,2021,897,,,,,,,173947,10.1016/j.ejphar.2021.173947,,,2,2,2
"Methylprednisolone or dexamethasone, which one is superior corticosteroid in the treatment of hospitalized COVID-19 patients: a triple-blinded randomized controlled trial","Ranjbar, Keivan; Moghadami, Mohsen; Mirahmadizadeh, Alireza; Fallahi, Mohammad Javad; Khaloo, Vahid; Shahriarirad, Reza; Erfani, Amirhossein; Khodamoradi, Zohre; Saadi, Mohammad Hasan Gholampoor",,,,BMC INFECTIOUS DISEASES,APR 10 2021,2021,21,1,,,,,,337,10.1186/s12879-021-06045-3,,,2,2,2
A pilot randomized controlled trial of a group intervention via Zoom to relieve loneliness and depressive symptoms among older persons during the COVID-19 outbreak,"Shapira, Stav; Yeshua-Katz, Daphna; Cohn-Schwartz, Ella; Aharonson-Daniel, Limor; Sarid, Orly; Clarfield, A. Mark",,,,INTERNET INTERVENTIONS-THE APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH,APR 2021,2021,24,,,,,,,100368,10.1016/j.invent.2021.100368,,,2,2,2
Effect of Helmet Noninvasive Ventilation vs High-Flow Nasal Oxygen on Days Free of Respiratory Support in Patients With COVID-19 and Moderate to Severe Hypoxemic Respiratory Failure The HENIVOT Randomized Clinical Trial,"Grieco, Domenico Luca; Menga, Luca S.; Cesarano, Melania; Rosa, Tommaso; Spadaro, Savino; Bitondo, Maria Maddalena; Montomoli, Jonathan; Falo, Giulia; Tonetti, Tommaso; Cutuli, Salvatore L.; Pintaudi, Gabriele; Tanzarella, Eloisa S.; Piervincenzi, Edoardo; Bongiovanni, Filippo; Dell'Anna, Antonio M.; Delle Cese, Luca; Berardi, Cecilia; Carelli, Simone; Bocci, Maria Grazia; Montini, Luca; Bello, Giuseppe; Natalini, Daniele; De Pascale, Gennaro; Velardo, Matteo; Volta, Carlo Alberto; Ranieri, V. Marco; Conti, Giorgio; Maggiore, Salvatore Maurizio; Antonelli, Massimo",COVID-ICU Gemelli Study Grp,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,MAY 4 2021,2021,325,17,,,,1731,1743,,10.1001/jama.2021.4682,,,2,2,2
"Pragmatic, open-label, single-center, randomized, phase II clinical trial to evaluate the efficacy and safety of methylprednisolone pulses and tacrolimus in patients with severe pneumonia secondary to COVID-19: The TACROVID trial protocol","Solanich, X.; Antoli, A.; Padulles, N.; Fanlo-Maresma, M.; Iriarte, A.; Mitjavila, F.; Capdevila, O.; Molina, M.; Sabater, J.; Bas, J.; Mensa-Vilaro, A.; Niubo, J.; Calvo, N.; Bolivar, S.; Rigo-Bonnin, R.; Arregui, L.; Tebe, C.; Hereu, P.; Videla, S.; Corbella, X.",,,,CONTEMPORARY CLINICAL TRIALS COMMUNICATIONS,MAR 2021,2021,21,,,,,,,100716,10.1016/j.conctc.2021.100716,,,2,2,2
Early versus deferred anti-SARS-CoV-2 convalescent plasma in patients admitted for COVID-19: A randomized phase II clinical trial,"Balcells, Maria Elvira; Rojas, Luis; Le Corre, Nicole; Martinez-Valdebenito, Constanza; Ceballos, Maria Elena; Ferres, Marcela; Chang, Mayling; Vizcaya, Cecilia; Mondaca, Sebastian; Huete, Alvaro; Castro, Ricardo; Sarmiento, Mauricio; Villarroel, Luis; Pizarro, Alejandra; Ross, Patricio; Santander, Jaime; Lara, Barbara; Ferrada, Marcela; Vargas-Salas, Sergio; Beltran-Pavez, Carolina; Soto-Rifo, Ricardo; Valiente-Echeverria, Fernando; Caglevic, Christian; Mahave, Mauricio; Selman, Carolina; Gazitua, Raimundo; Briones, Jose Luis; Villarroel-Espindola, Franz; Balmaceda, Carlos; Espinoza, Manuel A.; Pereira, Jaime; Nervi, Bruno",,,,PLOS MEDICINE,MAR 2021,2021,18,3,,,,,,e1003415,10.1371/journal.pmed.1003415,,,2,2,2
